t_s,rtt_ms,bytesIn,bytesOut
471.000,27,0,0
471.203,23,0,0
471.404,23,0,0
471.604,23,20,158
471.809,23,0,0
472.010,23,0,0
472.213,23,0,0
472.418,27,0,0
472.621,27,20,158
472.825,27,0,0
473.025,27,0,0
473.231,27,0,0
473.432,27,0,0
473.634,27,20,158
473.837,27,0,0
474.042,27,0,0
474.243,27,0,0
474.444,27,0,0
474.646,27,10,158
474.849,27,0,0
475.054,27,0,0
475.256,27,0,0
475.459,27,0,0
475.661,27,10,148
475.865,27,0,0
476.066,27,0,0
476.270,27,0,0
476.471,27,0,0
476.674,27,20,158
476.881,23,0,0
477.084,23,0,0
477.289,23,0,0
477.494,23,20,158
477.696,23,0,0
477.898,25,0,0
478.102,25,0,0
478.307,25,0,0
478.510,25,20,158
478.714,25,0,0
478.917,23,0,0
479.118,23,0,0
479.318,23,0,0
479.520,23,20,158
479.720,23,0,0
479.921,25,0,0
480.124,25,0,0
480.329,25,0,0
480.532,25,20,158
480.733,25,0,0
480.936,25,0,0
481.142,25,0,0
481.344,25,0,0
481.547,25,20,158
481.750,25,0,0
481.952,25,0,0
482.153,25,0,0
482.355,25,0,0
482.560,25,20,158
482.761,25,0,0
482.962,23,0,0
483.167,23,0,0
483.371,23,0,0
483.572,23,20,158
483.775,23,0,0
483.978,22,0,0
484.181,22,0,0
484.387,22,0,0
484.590,22,20,158
484.793,22,0,0
484.994,22,0,0
485.197,22,0,0
485.400,22,0,0
485.604,22,20,158
485.808,22,0,0
486.009,20,0,0
486.212,20,0,0
486.413,20,0,0
486.616,20,20,158
486.821,20,0,0
487.023,22,0,0
487.227,22,0,0
487.428,22,0,0
487.632,22,20,158
487.833,22,0,0
488.036,22,0,0
488.238,22,0,0
488.439,22,0,0
488.643,22,20,158
488.849,22,0,0
489.049,27,0,0
489.250,27,0,0
489.455,27,0,0
489.657,27,20,158
489.859,27,0,0
490.059,25,0,0
490.263,25,0,0
490.468,25,0,0
490.674,25,20,158
490.875,25,0,0
491.080,25,0,0
491.281,25,0,0
491.483,25,0,0
491.686,25,20,158
491.889,25,0,0
492.092,25,0,0
492.293,25,0,0
492.494,25,0,0
492.694,25,20,158
492.898,25,0,0
493.099,27,0,0
493.304,27,0,0
493.506,27,0,0
493.709,27,20,158
493.915,27,0,0
494.117,22,0,0
494.318,22,0,0
494.522,22,0,0
494.729,22,20,158
494.930,22,0,0
495.130,22,0,0
495.330,22,0,0
495.533,22,0,0
495.738,22,20,158
495.941,22,0,0
496.142,22,0,0
496.342,27,0,0
496.546,27,0,0
496.747,27,20,158
496.952,27,0,0
497.154,23,0,0
497.358,23,0,0
497.559,23,0,0
497.762,23,20,158
497.965,23,0,0
498.169,23,0,0
498.371,27,0,0
498.572,27,0,0
498.773,27,20,158
498.975,27,0,0
499.175,27,0,0
499.379,27,0,0
499.584,27,20,158
499.787,27,0,0
499.990,27,0,0
500.190,27,0,0
500.396,28,0,0
500.596,28,20,158
500.797,28,0,0
500.997,28,0,0
501.200,28,0,0
501.401,25,0,0
501.606,25,20,158
501.809,25,0,0
502.010,25,0,0
502.213,25,0,0
502.414,32,0,0
502.616,32,20,158
502.821,32,0,0
503.023,32,0,0
503.227,32,0,0
503.430,27,0,0
503.634,27,20,158
503.835,27,0,0
504.037,27,0,0
504.240,27,0,0
504.441,27,0,0
504.641,27,20,158
504.844,27,0,0
505.045,27,0,0
505.246,27,0,0
505.446,23,0,0
505.653,23,20,158
505.856,23,0,0
506.057,23,0,0
506.260,23,0,0
506.461,27,0,0
506.662,27,20,158
506.863,27,0,0
507.065,27,0,0
507.268,27,0,0
507.472,23,0,0
507.672,23,20,158
507.877,23,0,0
508.078,23,0,0
508.279,23,0,0
508.484,25,0,0
508.689,25,20,158
508.891,25,0,0
509.092,25,0,0
509.293,25,0,0
509.496,27,0,0
509.700,27,20,158
509.901,27,0,0
510.106,27,0,0
510.306,27,0,0
510.506,30,0,0
510.708,30,20,158
510.913,30,0,0
511.114,30,0,0
511.316,30,0,0
511.517,27,0,0
511.720,27,20,158
511.924,27,0,0
512.128,27,0,0
512.330,27,0,0
512.532,25,0,0
512.732,25,20,306
512.935,25,0,0
513.141,25,0,0
513.344,25,0,0
513.547,25,0,0
513.748,25,20,10
513.953,25,0,0
514.155,25,0,0
514.356,25,0,0
514.560,25,0,0
514.762,25,20,306
514.962,25,0,0
515.165,25,0,0
515.369,25,0,0
515.571,20,0,0
515.777,20,20,158
515.978,20,0,0
516.183,20,0,0
516.385,20,0,0
516.587,20,0,0
516.788,23,20,158
516.988,23,0,0
517.192,23,0,0
517.393,23,0,0
517.599,22,0,0
517.802,22,20,158
518.006,22,0,0
518.209,22,0,0
518.412,22,0,0
518.613,22,0,0
518.814,22,20,158
519.015,22,0,0
519.219,22,0,0
519.419,22,0,0
519.619,22,0,0
519.823,20,20,158
520.027,20,0,0
520.233,20,0,0
520.437,20,0,0
520.639,20,0,0
520.843,20,20,158
521.044,20,0,0
521.245,20,0,0
521.450,20,0,0
521.651,20,0,0
521.854,18,20,158
522.054,18,0,0
522.255,18,0,0
522.456,18,0,0
522.660,18,0,0
522.867,25,20,158
523.069,25,0,0
523.270,25,0,0
523.474,25,0,0
523.677,25,0,0
523.879,25,20,158
524.084,25,0,0
524.287,25,0,0
524.489,25,0,0
524.692,25,0,0
524.895,28,10,158
525.100,28,0,0
525.304,28,0,0
525.508,28,0,0
525.709,28,0,0
525.910,32,20,158
526.114,32,0,0
526.317,32,0,0
526.521,32,0,0
526.723,32,0,0
526.924,28,20,158
527.127,28,0,0
527.328,28,0,0
527.532,28,0,0
527.735,28,0,0
527.935,23,20,148
528.137,23,0,0
528.343,23,0,0
528.543,23,0,0
528.748,23,0,0
528.951,25,20,158
529.151,25,0,0
529.353,25,0,0
529.558,25,0,0
529.761,25,0,0
529.963,20,20,158
530.164,20,0,0
530.367,20,0,0
530.570,20,0,0
530.772,20,20,158
530.973,18,0,0
531.174,18,0,0
531.375,18,0,0
531.577,18,0,0
531.780,18,20,158
531.981,22,0,0
532.184,22,0,0
532.389,22,0,0
532.595,22,0,0
532.797,22,20,158
533.003,23,0,0
533.207,23,0,0
533.409,23,0,0
533.614,23,0,0
533.818,23,20,158
534.024,20,0,0
534.227,20,0,0
534.428,20,0,0
534.631,20,0,0
534.834,20,20,158
535.036,25,0,0
535.240,25,0,0
535.445,25,0,0
535.648,25,0,0
535.850,25,20,158
536.051,25,0,0
536.251,25,0,0
536.454,25,0,0
536.657,25,0,0
536.859,25,20,158
537.060,25,0,0
537.261,25,0,0
537.465,25,0,0
537.670,25,0,0
537.874,25,20,158
538.076,27,0,0
538.278,27,0,0
538.482,27,0,0
538.682,27,0,0
538.887,27,20,158
539.092,28,0,0
539.294,28,0,0
539.496,28,0,0
539.698,28,0,0
539.903,28,20,158
540.105,28,0,0
540.306,28,0,0
540.509,28,0,0
540.710,28,0,0
540.912,28,20,158
541.114,33,0,0
541.314,33,0,0
541.518,33,0,0
541.723,33,0,0
541.926,33,20,158
542.131,33,0,0
542.332,33,0,0
542.533,33,0,0
542.733,33,0,0
542.936,33,20,158
543.139,32,0,0
543.342,32,0,0
543.544,32,0,0
543.744,32,0,0
543.945,32,20,158
544.146,33,0,0
544.349,33,0,0
544.552,33,0,0
544.755,33,0,0
544.958,33,20,158
545.161,30,0,0
545.363,30,0,0
545.566,30,0,0
545.770,30,0,0
545.973,30,20,158
546.178,28,0,0
546.378,28,0,0
546.578,28,0,0
546.780,28,0,0
546.984,28,20,158
547.189,30,0,0
547.393,30,0,0
547.596,30,0,0
547.799,30,0,0
548.000,30,20,158
548.203,27,0,0
548.404,27,0,0
548.605,27,0,0
548.807,27,0,0
549.010,27,20,158
549.215,27,0,0
549.421,27,0,0
549.621,27,0,0
549.824,27,0,0
550.029,27,20,158
550.231,30,0,0
550.433,30,0,0
550.634,30,0,0
550.836,30,0,0
551.040,30,20,158
551.242,25,0,0
551.446,25,0,0
551.648,25,0,0
551.850,25,0,0
552.052,25,20,158
552.254,23,0,0
552.455,23,0,0
552.658,23,0,0
552.858,23,0,0
553.059,23,20,158
553.261,27,0,0
553.463,27,0,0
553.663,27,0,0
553.870,27,0,0
554.071,27,20,158
554.276,25,0,0
554.479,25,0,0
554.683,25,0,0
554.889,25,20,158
555.089,25,0,0
555.289,25,0,0
555.492,23,0,0
555.695,23,0,0
555.899,23,20,158
556.104,23,0,0
556.307,23,0,0
556.508,28,0,0
556.709,28,0,0
556.910,28,20,158
557.111,28,0,0
557.316,28,0,0
557.519,27,0,0
557.724,27,0,0
557.925,27,20,158
558.128,27,0,0
558.332,27,0,0
558.534,27,0,0
558.737,27,0,0
558.939,27,20,158
559.140,27,0,0
559.345,27,0,0
559.548,30,0,0
559.749,30,0,0
559.951,30,20,158
560.151,30,0,0
560.353,30,0,0
560.556,30,0,0
560.757,30,0,0
560.960,30,16,158
561.164,30,0,0
561.368,30,0,0
561.571,30,0,0
561.771,30,0,0
561.973,30,20,158
562.178,30,0,0
562.379,30,0,0
562.581,35,0,0
562.783,35,0,0
562.987,35,20,158
563.188,35,0,0
563.389,35,0,0
563.591,37,0,0
563.794,37,0,0
563.996,37,20,158
564.200,37,0,0
564.404,37,0,0
564.604,33,0,0
564.807,33,0,0
565.011,33,20,158
565.213,33,0,0
565.414,33,0,0
565.618,33,0,0
565.818,33,0,0
566.020,33,20,158
566.220,33,0,0
566.426,33,0,0
566.627,33,0,0
566.828,33,0,0
567.032,33,10,158
567.233,33,0,0
567.435,33,0,0
567.638,33,0,0
567.841,33,0,0
568.045,33,10,148
568.247,32,0,0
568.451,32,0,0
568.657,32,0,0
568.860,32,0,0
569.069,32,20,158
569.271,25,0,0
569.476,25,0,0
569.676,25,0,0
569.878,25,0,0
570.080,25,20,158
570.281,25,0,0
570.481,25,0,0
570.688,25,0,0
570.892,25,0,0
571.094,25,20,158
571.297,25,0,0
571.500,25,0,0
571.701,25,0,0
571.903,25,0,0
572.104,25,20,158
572.308,27,0,0
572.513,27,0,0
572.718,27,0,0
572.923,27,0,0
573.128,27,20,158
573.329,30,0,0
573.532,30,0,0
573.737,30,0,0
573.941,30,20,158
574.145,30,0,0
574.350,33,0,0
574.550,33,0,0
574.755,33,0,0
574.961,33,20,158
575.162,33,0,0
575.367,33,0,0
575.571,33,0,0
575.775,33,0,0
575.976,33,20,158
576.181,33,0,0
576.387,33,0,0
576.590,33,0,0
576.796,33,0,0
576.999,33,20,158
577.202,33,0,0
577.402,32,0,0
577.604,32,0,0
577.805,32,0,0
578.010,32,20,158
578.214,32,0,0
578.417,28,0,0
578.620,28,0,0
578.821,28,0,0
579.027,28,20,158
579.229,28,0,0
579.433,27,0,0
579.634,27,0,0
579.838,27,0,0
580.038,27,20,158
580.239,27,0,0
580.440,23,0,0
580.643,23,0,0
580.846,23,0,0
581.050,23,20,158
581.252,23,0,0
581.457,20,0,0
581.658,20,0,0
581.861,20,0,0
582.067,20,20,158
582.269,20,0,0
582.470,18,0,0
582.671,18,0,0
582.875,18,0,0
583.077,18,20,158
583.278,18,0,0
583.478,22,0,0
583.681,22,0,0
583.886,22,0,0
584.089,22,20,158
584.293,22,0,0
584.498,25,0,0
584.700,25,0,0
584.904,25,0,0
585.110,25,20,158
585.313,25,0,0
585.514,28,0,0
585.718,28,0,0
585.923,28,0,0
586.127,28,20,158
586.333,28,0,0
586.538,33,0,0
586.739,33,0,0
586.944,33,0,0
587.147,33,20,158
587.351,33,0,0
587.554,32,0,0
587.755,32,0,0
587.956,32,0,0
588.158,32,20,158
588.360,32,0,0
588.561,30,0,0
588.766,30,0,0
588.966,30,0,0
589.169,30,20,158
589.371,30,0,0
589.575,23,0,0
589.778,23,0,0
589.979,23,0,0
590.180,23,20,158
590.383,23,0,0
590.589,23,0,0
590.790,23,0,0
590.994,23,0,0
591.195,23,20,158
591.397,23,0,0
591.599,20,0,0
591.799,20,0,0
592.003,20,0,0
592.207,20,20,158
592.410,20,0,0
592.611,20,0,0
592.814,20,0,0
593.017,20,0,0
593.220,20,20,158
593.421,20,0,0
593.622,20,0,0
593.825,20,0,0
594.030,20,0,0
594.230,20,20,158
594.433,20,0,0
594.637,27,0,0
594.841,27,0,0
595.042,27,0,0
595.244,27,20,158
595.448,27,0,0
595.649,28,0,0
595.851,28,0,0
596.052,28,20,158
596.253,28,0,0
596.458,28,0,0
596.660,32,0,0
596.863,32,0,0
597.068,32,20,158
597.272,32,0,0
597.474,32,0,0
597.677,33,0,0
597.880,33,0,0
598.082,33,20,158
598.285,33,0,0
598.487,33,0,0
598.690,33,0,0
598.893,33,0,0
599.095,33,20,158
599.296,33,0,0
599.501,33,0,0
599.702,30,0,0
599.902,30,0,0
600.108,30,20,158
600.311,30,0,0
600.514,30,0,0
600.718,27,0,0
600.921,27,0,0
601.123,27,20,158
601.328,27,0,0
601.529,27,0,0
601.734,22,0,0
601.938,22,0,0
602.139,22,20,158
602.342,22,0,0
602.547,22,0,0
602.748,25,0,0
602.952,25,0,0
603.153,25,20,158
603.354,25,0,0
603.558,25,0,0
603.761,25,0,0
603.966,22,0,0
604.170,22,16,158
604.373,22,0,0
604.576,22,0,0
604.779,22,0,0
604.981,22,0,0
605.183,22,20,158
605.386,22,0,0
605.590,22,0,0
605.792,22,0,0
605.996,22,0,0
606.197,22,20,158
606.400,22,0,0
606.602,22,0,0
606.803,22,0,0
607.010,23,0,0
607.212,23,20,158
607.415,23,0,0
607.621,23,0,0
607.822,23,0,0
608.026,20,0,0
608.231,20,20,158
608.432,20,0,0
608.634,20,0,0
608.836,20,0,0
609.039,23,0,0
609.245,23,20,158
609.448,23,0,0
609.649,23,0,0
609.853,23,0,0
610.057,23,0,0
610.257,23,20,158
610.462,23,0,0
610.665,23,0,0
610.866,23,0,0
611.071,23,0,0
611.271,23,20,158
611.472,23,0,0
611.675,23,0,0
611.880,23,0,0
612.083,23,0,0
612.284,23,20,158
612.485,23,0,0
612.687,23,0,0
612.888,23,0,0
613.090,23,0,0
613.291,23,20,158
613.494,23,0,0
613.695,23,0,0
613.895,23,0,0
614.096,20,0,0
614.297,20,20,158
614.499,20,0,0
614.701,20,0,0
614.905,20,0,0
615.107,22,0,0
615.310,22,20,158
615.517,22,0,0
615.720,22,0,0
615.924,22,0,0
616.126,23,20,158
616.326,23,0,0
616.531,23,0,0
616.732,23,0,0
616.933,23,0,0
617.135,25,20,158
617.339,25,0,0
617.540,25,0,0
617.742,25,0,0
617.946,25,0,0
618.151,28,20,158
618.354,28,0,0
618.560,28,0,0
618.763,28,0,0
618.967,28,0,0
619.171,28,20,158
619.374,28,0,0
619.576,28,0,0
619.777,28,0,0
619.980,28,0,0
620.184,25,20,158
620.385,25,0,0
620.591,25,0,0
620.792,25,0,0
620.995,25,0,0
621.197,23,10,158
621.399,23,0,0
621.600,23,0,0
621.803,23,0,0
622.004,23,0,0
622.206,22,20,158
622.409,22,0,0
622.610,22,0,0
622.811,22,0,0
623.014,22,0,0
623.215,20,20,158
623.417,20,0,0
623.617,20,0,0
623.818,20,0,0
624.020,20,0,0
624.223,23,20,158
624.426,23,0,0
624.627,23,0,0
624.828,23,0,0
625.028,23,0,0
625.230,25,20,158
625.434,25,0,0
625.638,25,0,0
625.843,25,0,0
626.043,25,0,0
626.246,23,20,148
626.449,23,0,0
626.649,23,0,0
626.852,23,0,0
627.056,23,0,0
627.259,23,20,158
627.461,23,0,0
627.667,23,0,0
627.869,23,0,0
628.073,23,0,0
628.277,22,20,158
628.482,22,0,0
628.686,22,0,0
628.886,22,0,0
629.090,22,0,0
629.292,18,20,158
629.496,18,0,0
629.697,18,0,0
629.900,18,0,0
630.103,18,0,0
630.305,18,20,158
630.506,18,0,0
630.707,18,0,0
630.908,18,0,0
631.112,18,0,0
631.315,18,20,158
631.519,18,0,0
631.722,18,0,0
631.924,18,0,0
632.127,18,0,0
632.328,18,20,158
632.531,22,0,0
632.736,22,0,0
632.940,22,0,0
633.140,22,0,0
633.341,22,20,158
633.547,22,0,0
633.750,22,0,0
633.953,22,0,0
634.154,22,0,0
634.356,22,20,158
634.557,22,0,0
634.761,22,0,0
634.963,22,0,0
635.167,22,0,0
635.370,22,20,158
635.575,22,0,0
635.779,22,0,0
635.984,22,0,0
636.186,22,0,0
636.387,22,20,158
636.589,25,0,0
636.794,25,0,0
636.998,25,0,0
637.199,25,0,0
637.401,25,20,158
637.602,25,0,0
637.806,25,0,0
638.011,25,0,0
638.215,25,0,0
638.416,25,20,158
638.619,27,0,0
638.819,27,0,0
639.020,27,0,0
639.220,27,0,0
639.421,27,20,158
639.627,28,0,0
639.828,28,0,0
640.033,28,0,0
640.236,28,0,0
640.439,28,20,158
640.643,30,0,0
640.850,30,0,0
641.051,30,0,0
641.253,30,0,0
641.454,30,20,158
641.660,28,0,0
641.861,28,0,0
642.066,28,0,0
642.267,28,20,158
642.471,28,0,0
642.674,25,0,0
642.875,25,0,0
643.081,25,0,0
643.285,25,20,158
643.489,25,0,0
643.689,25,0,0
643.891,25,0,0
644.095,25,0,0
644.298,25,20,158
644.502,25,0,0
644.703,23,0,0
644.908,23,0,0
645.109,23,0,0
645.313,23,20,158
645.516,23,0,0
645.718,18,0,0
645.918,18,0,0
646.120,18,0,0
646.322,18,20,158
646.526,18,0,0
646.733,20,0,0
646.933,20,0,0
647.137,20,0,0
647.341,20,20,158
647.543,20,0,0
647.746,23,0,0
647.948,23,0,0
648.152,23,0,0
648.353,23,20,158
648.558,23,0,0
648.761,20,0,0
648.961,20,0,0
649.164,20,0,0
649.367,20,20,158
649.570,20,0,0
649.774,22,0,0
649.975,22,0,0
650.176,22,0,0
650.377,22,20,158
650.579,22,0,0
650.780,23,0,0
650.981,23,0,0
651.184,23,0,0
651.385,23,20,158
651.585,23,0,0
651.788,23,0,0
651.992,23,0,0
652.194,23,0,0
652.397,23,20,158
652.601,23,0,0
652.806,20,0,0
653.008,20,0,0
653.210,20,0,0
653.411,20,20,158
653.614,20,0,0
653.818,23,0,0
654.022,23,0,0
654.227,23,0,0
654.429,23,20,158
654.634,23,0,0
654.837,22,0,0
655.039,22,0,0
655.241,22,0,0
655.445,22,20,158
655.648,22,0,0
655.850,22,0,0
656.051,22,0,0
656.255,22,0,0
656.455,22,20,158
656.659,22,0,0
656.862,20,0,0
657.063,20,0,0
657.264,20,0,0
657.465,20,20,158
657.666,20,0,0
657.866,20,0,0
658.071,20,0,0
658.273,20,0,0
658.477,20,20,158
658.677,20,0,0
658.880,18,0,0
659.082,18,0,0
659.282,18,0,0
659.483,18,20,158
659.686,18,0,0
659.888,18,0,0
660.091,18,0,0
660.294,18,0,0
660.496,18,20,158
660.700,18,0,0
660.902,18,0,0
661.108,18,0,0
661.311,18,0,0
661.513,18,20,158
661.717,18,0,0
661.922,20,0,0
662.123,20,0,0
662.326,20,0,0
662.528,20,20,158
662.732,20,0,0
662.936,20,0,0
663.138,20,0,0
663.343,20,0,0
663.545,20,20,158
663.746,20,0,0
663.948,22,0,0
664.150,22,0,0
664.354,22,0,0
664.556,22,20,158
664.760,22,0,0
664.963,22,0,0
665.167,22,0,0
665.369,22,0,0
665.571,22,20,158
665.774,22,0,0
665.976,27,0,0
666.177,27,0,0
666.381,27,20,158
666.582,27,0,0
666.785,27,0,0
666.987,23,0,0
667.192,23,0,0
667.398,23,20,158
667.599,23,0,0
667.800,23,0,0
668.004,25,0,0
668.208,25,0,0
668.412,25,20,158
668.616,25,0,0
668.818,25,0,0
669.019,23,0,0
669.221,23,0,0
669.422,23,20,158
669.627,23,0,0
669.827,23,0,0
670.030,25,0,0
670.235,25,0,0
670.438,25,20,158
670.641,25,0,0
670.845,25,0,0
671.049,18,0,0
671.250,18,0,0
671.454,18,20,158
671.659,18,0,0
671.862,18,0,0
672.069,18,0,0
672.272,22,0,0
672.475,22,20,158
672.679,22,0,0
672.885,22,0,0
673.087,22,0,0
673.289,23,0,0
673.490,23,20,158
673.695,23,0,0
673.901,23,0,0
674.103,22,0,0
674.306,22,0,0
674.509,22,20,158
674.713,22,0,0
674.914,22,0,0
675.116,22,0,0
675.321,25,0,0
675.526,25,20,158
675.729,25,0,0
675.934,25,0,0
676.137,25,0,0
676.337,27,0,0
676.539,27,20,158
676.742,27,0,0
676.946,27,0,0
677.149,27,0,0
677.353,25,0,0
677.555,25,20,158
677.759,25,0,0
677.963,25,0,0
678.166,25,0,0
678.369,22,0,0
678.570,22,20,158
678.775,22,0,0
678.978,22,0,0
679.182,22,0,0
679.386,25,0,0
679.587,25,20,158
679.788,25,0,0
679.991,25,0,0
680.191,25,0,0
680.393,23,0,0
680.596,23,20,158
680.800,23,0,0
681.002,23,0,0
681.205,23,0,0
681.405,27,0,0
681.605,27,20,158
681.809,27,0,0
682.012,27,0,0
682.213,27,0,0
682.415,28,0,0
682.619,28,20,158
682.824,28,0,0
683.025,28,0,0
683.227,28,0,0
683.430,32,0,0
683.631,32,20,158
683.833,32,0,0
684.038,32,0,0
684.242,32,0,0
684.446,35,0,0
684.649,35,20,158
684.850,35,0,0
685.053,35,0,0
685.256,35,0,0
685.457,37,0,0
685.661,37,20,158
685.861,37,0,0
686.065,37,0,0
686.269,37,0,0
686.472,35,0,0
686.672,35,20,158
686.874,35,0,0
687.075,35,0,0
687.278,35,0,0
687.479,35,0,0
687.679,35,20,158
687.881,35,0,0
688.083,35,0,0
688.287,35,0,0
688.490,33,0,0
688.690,33,20,158
688.895,33,0,0
689.098,33,0,0
689.300,33,0,0
689.501,28,20,158
689.701,28,0,0
689.905,28,0,0
690.108,28,0,0
690.310,28,0,0
690.513,23,20,158
690.716,23,0,0
690.921,23,0,0
691.124,23,0,0
691.329,23,0,0
691.530,23,20,158
691.731,23,0,0
691.932,23,0,0
692.134,23,0,0
692.335,23,0,0
692.540,20,20,158
692.741,20,0,0
692.942,20,0,0
693.145,20,0,0
693.349,20,0,0
693.552,20,20,158
693.754,20,0,0
693.959,20,0,0
694.161,20,0,0
694.364,20,0,0
694.566,23,20,158
694.769,23,0,0
694.971,23,0,0
695.172,23,0,0
695.373,23,0,0
695.577,23,20,158
695.778,23,0,0
695.979,23,0,0
696.182,23,0,0
696.384,23,0,0
696.584,25,20,158
696.788,25,0,0
696.992,25,0,0
697.198,25,0,0
697.401,25,0,0
697.602,28,20,158
697.808,28,0,0
698.011,28,0,0
698.211,28,0,0
698.414,28,0,0
698.619,27,20,158
698.822,27,0,0
699.026,27,0,0
699.228,27,0,0
699.431,27,0,0
699.635,23,20,158
699.844,23,0,0
700.044,23,0,0
700.246,23,0,0
700.451,23,0,0
700.655,23,20,158
700.859,23,0,0
701.062,23,0,0
701.268,23,0,0
701.469,23,0,0
701.672,18,10,158
701.873,18,0,0
702.073,18,0,0
702.274,18,0,0
702.478,18,0,0
702.680,13,20,148
702.882,13,0,0
703.086,13,0,0
703.290,13,0,0
703.494,13,0,0
703.701,12,20,158
703.901,12,0,0
704.103,12,0,0
704.304,12,0,0
704.509,12,0,0
704.709,13,20,158
704.912,13,0,0
705.116,13,0,0
705.320,13,0,0
705.525,13,0,0
705.725,15,20,158
705.929,15,0,0
706.132,15,0,0
706.336,15,0,0
706.538,15,0,0
706.742,20,20,158
706.947,20,0,0
707.151,20,0,0
707.352,20,0,0
707.552,20,0,0
707.757,22,20,158
707.958,22,0,0
708.162,22,0,0
708.363,22,0,0
708.564,22,0,0
708.765,23,20,158
708.966,23,0,0
709.166,23,0,0
709.368,23,0,0
709.570,23,0,0
709.775,23,20,158
709.979,23,0,0
710.182,23,0,0
710.384,23,0,0
710.587,23,0,0
710.789,20,20,158
710.992,20,0,0
711.197,20,0,0
711.401,20,0,0
711.603,20,20,158
711.804,18,0,0
712.009,18,0,0
712.210,18,0,0
712.410,18,0,0
712.613,18,20,158
712.817,20,0,0
713.020,20,0,0
713.224,20,0,0
713.426,20,0,0
713.629,20,20,158
713.831,20,0,0
714.031,20,0,0
714.232,20,0,0
714.433,20,0,0
714.635,20,20,158
714.835,20,0,0
715.037,20,0,0
715.239,20,0,0
715.440,20,0,0
715.643,20,20,158
715.867,20,0,0
716.068,23,0,0
716.270,23,0,0
716.475,23,0,0
716.678,23,20,158
716.880,23,0,0
717.083,22,0,0
717.285,22,0,0
717.486,22,0,0
717.690,22,20,158
717.893,22,0,0
718.097,25,0,0
718.304,25,0,0
718.505,25,0,0
718.707,25,20,158
718.908,25,0,0
719.109,25,0,0
719.317,28,0,0
719.519,28,0,0
719.722,28,20,158
719.924,28,0,0
720.128,28,0,0
720.332,28,0,0
720.533,28,0,0
720.735,28,20,158
720.937,28,0,0
721.141,28,0,0
721.347,32,0,0
721.549,32,0,0
721.752,32,20,158
721.956,32,0,0
722.159,32,0,0
722.363,32,0,0
722.572,28,0,0
722.777,28,20,158
723.003,28,0,0
723.218,28,0,0
723.419,28,0,0
723.619,28,0,0
723.822,28,10,148
724.025,28,0,0
724.226,28,0,0
724.452,28,0,0
724.679,28,20,158
724.880,28,0,0
725.096,28,0,0
725.298,28,0,0
725.502,27,0,0
725.709,27,20,158
725.910,27,0,0
726.111,27,0,0
726.316,27,0,0
726.519,27,0,0
726.742,25,20,158
726.952,25,0,0
727.183,25,0,0
727.388,25,0,0
727.591,25,0,0
727.811,25,10,148
728.044,25,0,0
728.249,25,0,0
728.480,25,0,0
728.681,20,0,0
728.884,20,20,158
729.087,20,0,0
729.292,20,0,0
729.497,20,0,0
729.700,20,0,0
729.902,20,10,148
730.109,23,0,0
730.312,23,0,0
730.512,23,0,0
730.717,23,0,0
730.917,23,20,158
731.121,20,0,0
731.321,20,0,0
731.522,20,0,0
731.725,20,0,0
731.928,20,20,158
732.130,22,0,0
732.334,22,0,0
732.535,22,0,0
732.739,22,0,0
732.943,22,20,158
733.150,25,0,0
733.352,25,0,0
733.556,25,0,0
733.759,25,20,158
733.961,25,0,0
734.163,25,0,0
734.364,25,0,0
734.564,25,0,0
734.767,25,20,158
734.968,25,0,0
735.172,27,0,0
735.375,27,0,0
735.576,27,0,0
735.779,27,20,158
735.980,27,0,0
736.184,27,0,0
736.390,27,0,0
736.591,27,0,0
736.795,27,20,158
736.995,27,0,0
737.200,25,0,0
737.404,25,0,0
737.608,25,0,0
737.812,25,20,158
738.014,25,0,0
738.214,22,0,0
738.415,22,0,0
738.615,22,0,0
738.820,22,20,158
739.020,22,0,0
739.222,22,0,0
739.423,22,0,0
739.626,22,0,0
739.829,22,20,158
740.033,22,0,0
740.236,22,0,0
740.437,23,0,0
740.638,23,0,0
740.841,23,20,158
741.046,23,0,0
741.247,23,0,0
741.448,23,0,0
741.652,23,0,0
741.856,23,20,158
742.057,23,0,0
742.262,23,0,0
742.463,27,0,0
742.666,27,0,0
742.869,27,20,158
743.072,27,0,0
743.275,27,0,0
743.477,28,0,0
743.681,28,0,0
743.886,28,20,158
744.089,28,0,0
744.292,28,0,0
744.492,28,0,0
744.697,28,0,0
744.899,28,20,158
745.101,28,0,0
745.302,28,0,0
745.506,25,0,0
745.708,25,0,0
745.911,25,20,158
746.111,25,0,0
746.315,25,0,0
746.518,23,0,0
746.721,23,0,0
746.925,23,20,158
747.126,23,0,0
747.343,23,0,0
747.544,18,0,0
747.750,18,0,0
747.952,18,20,158
748.171,18,0,0
748.375,18,0,0
748.579,18,0,0
748.782,17,0,0
748.985,17,20,158
749.186,17,0,0
749.392,17,0,0
749.594,17,0,0
749.799,17,0,0
750.000,22,10,148
750.204,22,0,0
750.415,22,0,0
750.617,22,0,0
750.844,22,0,0
751.057,22,20,158
751.268,22,0,0
751.478,25,0,0
751.680,25,0,0
751.880,25,20,158
752.101,25,0,0
752.318,25,0,0
752.522,25,0,0
752.726,25,0,0
752.934,27,20,158
753.134,27,0,0
753.336,27,0,0
753.564,27,0,0
753.766,27,0,0
753.971,27,20,148
754.173,27,0,0
754.391,27,0,0
