t_s,rtt_ms,bytesIn,bytesOut
754.593,27,0,0
754.818,27,0,0
755.021,27,20,158
755.221,27,0,0
755.426,28,0,0
755.629,28,0,0
755.829,28,0,0
756.036,28,20,158
756.238,28,0,0
756.468,23,0,0
756.689,23,0,0
756.896,23,0,0
757.097,23,20,158
757.298,23,0,0
757.502,23,0,0
757.706,23,0,0
757.911,23,0,0
758.132,25,10,158
758.365,25,0,0
758.594,25,0,0
758.817,25,0,0
759.021,25,20,148
759.241,25,0,0
759.441,25,0,0
759.645,25,0,0
759.851,27,0,0
760.056,27,20,158
760.261,27,0,0
760.467,27,0,0
760.670,27,0,0
760.874,30,0,0
761.078,30,20,158
761.281,30,0,0
761.486,30,0,0
761.690,30,0,0
761.890,30,0,0
762.094,30,20,158
762.295,30,0,0
762.496,30,0,0
762.702,30,0,0
762.906,32,0,0
763.110,32,20,158
763.314,32,0,0
763.516,32,0,0
763.716,32,0,0
763.917,28,0,0
764.120,28,20,158
764.323,28,0,0
764.525,28,0,0
764.728,28,0,0
764.932,25,0,0
765.136,25,20,158
765.336,25,0,0
765.538,25,0,0
765.738,25,0,0
765.940,22,0,0
766.144,22,20,158
766.349,22,0,0
766.555,22,0,0
766.757,22,0,0
766.960,22,0,0
767.161,20,20,158
767.362,20,0,0
767.562,20,0,0
767.764,20,0,0
767.964,20,0,0
768.164,22,10,158
768.368,22,0,0
768.569,22,0,0
768.771,22,0,0
768.975,22,0,0
769.175,20,30,158
769.375,20,0,0
769.577,20,0,0
769.781,20,0,0
769.982,20,0,0
770.186,20,20,158
770.391,20,0,0
770.595,20,0,0
770.796,20,0,0
770.997,20,0,0
771.199,22,20,158
771.401,22,0,0
771.605,22,0,0
771.809,22,0,0
772.011,22,0,0
772.213,23,10,158
772.414,23,0,0
772.618,23,0,0
772.819,23,0,0
773.021,23,0,0
773.223,20,20,158
773.423,20,0,0
773.624,20,0,0
773.826,20,0,0
774.027,20,0,0
774.228,23,20,158
774.432,23,0,0
774.632,23,0,0
774.834,23,0,0
775.038,23,0,0
775.240,27,20,158
775.441,27,0,0
775.642,27,0,0
775.847,27,0,0
776.049,27,0,0
776.249,25,20,158
776.449,25,0,0
776.652,25,0,0
776.855,25,0,0
777.055,25,0,0
777.258,27,20,158
777.461,27,0,0
777.664,27,0,0
777.867,27,0,0
778.068,27,0,0
778.269,32,20,148
778.470,32,0,0
778.672,32,0,0
778.874,32,0,0
779.075,32,0,0
779.278,32,20,158
779.484,32,0,0
779.684,32,0,0
779.887,32,0,0
780.092,32,20,158
780.294,35,0,0
780.495,35,0,0
780.699,35,0,0
780.904,35,0,0
781.104,35,20,158
781.306,37,0,0
781.508,37,0,0
781.712,37,0,0
781.914,37,0,0
782.114,37,20,158
782.318,35,0,0
782.520,35,0,0
782.724,35,0,0
782.927,35,0,0
783.131,35,20,158
783.332,32,0,0
783.533,32,0,0
783.735,32,0,0
783.939,32,0,0
784.143,32,20,158
784.344,28,0,0
784.550,28,0,0
784.752,28,0,0
784.953,28,0,0
785.159,28,20,158
785.362,23,0,0
785.565,23,0,0
785.766,23,0,0
785.968,23,0,0
786.175,23,20,158
786.377,22,0,0
786.579,22,0,0
786.781,22,0,0
786.982,22,0,0
787.186,22,20,158
787.391,20,0,0
787.596,20,0,0
787.798,20,0,0
787.999,20,0,0
788.201,20,20,158
788.406,23,0,0
788.606,23,0,0
788.809,23,0,0
789.011,23,0,0
789.215,23,20,158
789.416,23,0,0
789.620,25,0,0
789.823,25,0,0
790.024,25,0,0
790.225,25,20,158
790.425,25,0,0
790.629,27,0,0
790.831,27,0,0
791.032,27,0,0
791.236,27,20,158
791.436,27,0,0
791.641,28,0,0
791.841,28,0,0
792.046,28,0,0
792.249,28,20,158
792.453,28,0,0
792.656,28,0,0
792.856,28,0,0
793.059,28,0,0
793.262,28,20,158
793.463,28,0,0
793.667,23,0,0
793.867,23,0,0
794.068,23,0,0
794.273,23,20,158
794.475,23,0,0
794.675,22,0,0
794.876,22,0,0
795.080,22,0,0
795.280,22,20,158
795.483,22,0,0
795.688,18,0,0
795.889,18,0,0
796.093,18,0,0
796.298,18,20,158
796.502,18,0,0
796.707,20,0,0
796.911,20,0,0
797.112,20,0,0
797.312,20,20,158
797.514,20,0,0
797.716,20,0,0
797.917,20,0,0
798.118,20,0,0
798.322,20,20,158
798.523,20,0,0
798.727,22,0,0
798.928,22,0,0
799.128,22,0,0
799.332,22,20,158
799.532,22,0,0
799.734,22,0,0
799.936,22,0,0
800.140,22,0,0
800.342,22,20,158
800.542,22,0,0
800.743,25,0,0
800.944,25,0,0
801.145,25,0,0
801.350,25,20,158
801.552,25,0,0
801.754,22,0,0
801.955,22,0,0
802.159,22,0,0
802.362,22,20,158
802.566,22,0,0
802.769,25,0,0
802.970,25,0,0
803.171,25,0,0
803.373,25,20,158
803.574,25,0,0
803.779,25,0,0
803.980,25,0,0
804.185,25,0,0
804.385,25,20,158
804.587,25,0,0
804.791,25,0,0
804.996,25,0,0
805.211,25,20,158
805.414,25,0,0
805.617,25,0,0
805.818,25,0,0
806.030,23,0,0
806.232,23,20,158
806.440,23,0,0
